,index,tournament_type,name,location,date,url,matches_downloaded
958,18,WSA Tour 4,MeerSquashHeroes Open (W),"Hoofddorp, Netherlands",12 Nov 2006,http://www.squashinfo.com/events/2737-womens-meersquashheroes-open-2006,False
959,19,WSA Platinum,Cathay Pacific Swiss Privilege Hong Kong Open (W),Hong Kong,22 Oct 2006,http://www.squashinfo.com/events/2440-womens-hong-kong-open-2006,False
960,0,WSA Tour 4,Subway Goshen Open (W),"Goshen, Indiana, USA",15 Oct 2006,http://www.squashinfo.com/events/1971-womens-goshen-open-2006,False
961,1,WSA Silver 25,Carol Weymuller Open (W),"New York, USA",14 Oct 2006,http://www.squashinfo.com/events/2585-womens-carol-weymuller-open-2006,False
962,2,WSA Tour 4,Pepsi Enschede Open (W),"Enschede, Netherlands",8 Oct 2006,http://www.squashinfo.com/events/2678-womens-enschede-open-2006,False
963,3,WSA Tour 7,Berkshire Open (W),"Williamstown, Mass, USA",7 Oct 2006,http://www.squashinfo.com/events/2584-womens-berkshire-open-2006,False
964,4,WSA Silver 25,Dunlop British Open (W),"Nottingham, England",18 Sep 2006,http://www.squashinfo.com/events/2336-womens-british-open-2006,False
965,5,WSA Tour 4,POF Wah Cantt Open (W),"Wah Cantt, Pakistan",5 Sep 2006,http://www.squashinfo.com/events/2598-womens-wah-cantt-open-2006,False
966,6,WSA Tour 7,Central Open (W),"New Plymouth, New Zealand",27 Aug 2006,http://www.squashinfo.com/events/2368-womens-central-open-2006,False
967,7,WSA Tour 10,Alexandria Sporting Club Open (W),"Alexandria, Egypt",24 Aug 2006,http://www.squashinfo.com/events/2612-womens-alexandria-sporting-club-open-2006,False
968,8,WSA Tour 7,Five Star Finance Auckland Open (W),"Takapuna, New Zealand",20 Aug 2006,http://www.squashinfo.com/events/2367-womens-auckland-open-2006,False
969,9,WSA Tour 4,Sun & Surf Jericho Open (W),"Vancouver, Canada",13 Aug 2006,http://www.squashinfo.com/events/2597-womens-jericho-open-2006,False
970,10,WSA Silver 15,Hotel Equatorial Penang Open (W),"Penang, Malaysia",5 Aug 2006,http://www.squashinfo.com/events/2595-womens-penang-open-2006,False
971,11,WSA Gold 35,CIMB Malaysian Open (W),"Kuala Lumpur, Malaysia",30 Jul 2006,http://www.squashinfo.com/events/2596-womens-malaysian-open-2006,False
972,12,WSA Tour 10,Crocodile Challenge Cup (W),Hong Kong,23 Jul 2006,http://www.squashinfo.com/events/2275-womens-crocodile-challenge-cup-2006,False
973,13,WSA Gold 50,Qatar Airways Challenge (W),"Hyderabad, India",9 Jul 2006,http://www.squashinfo.com/events/2513-womens-qatar-airways-challenge-2006,False
974,14,WSA Tour 7,Australian Open (W),"Adelaide, Australia",29 Jun 2006,http://www.squashinfo.com/events/2564-womens-australian-open-2006,False
975,15,WSA Tour 7,Mortgage Choice South Australian Open (W),"Somerton, SA, Australia",24 Jun 2006,http://www.squashinfo.com/events/2505-womens-south-australian-open-2006,False
976,16,WSA Tour 4,Tranzparanz Almere Trophy (W),"Almere, Netherlands",11 Jun 2006,http://www.squashinfo.com/events/2549-womens-almere-trophy-2006,False
977,17,WSA Tour 4,Naracoorte Open (W),"Naracoorte, SA, Australia",11 Jun 2006,http://www.squashinfo.com/events/2499-womens-naracoorte-open-2006,False
978,18,WSA Silver 15,Hurghada International (W),"Hurghada, Egypt",1 Jun 2006,http://www.squashinfo.com/events/2547-womens-hurghada-international-2006,False
979,19,WSA Tour 4,Carcassonne City Open (W),"Carcassonne, France",22 May 2006,http://www.squashinfo.com/events/2548-womens-carcassonne-city-open-2006,False
980,0,WSA Tour 4,Hyatt Regency Perth WA Open (W),"Perth, Australia",21 May 2006,http://www.squashinfo.com/events/2498-womens-wa-open-2006,False
981,1,WSA Silver 15,Vassar College Class of 1932 Open (W),"Poughkeepsie, NY, USA",13 Apr 2006,http://www.squashinfo.com/events/2366-womens-vassar-college-class-of-1932-open-2006,False
982,2,WSA Silver 15,Texas Open (W),"Houston, USA",9 Apr 2006,http://www.squashinfo.com/events/2487-womens-texas-open-2006,False
983,3,WSA Silver 15,Cannon Kirk Homes Irish Open (W),"Dublin, Ireland",2 Apr 2006,http://www.squashinfo.com/events/2365-womens-irish-open-2006,False
984,4,WSA Tour 4,Savcor Finnish Open (W),"Mikkeli, Finland",20 Mar 2006,http://www.squashinfo.com/events/2364-womens-finnish-open-2006,False
985,5,WSA Tour 4,Grolsch Quebec Open (W),"St Laurent, Canada",19 Mar 2006,http://www.squashinfo.com/events/2439-womens-quebec-open-2006,False
986,6,WSA Tour 4,Sigma Swiss Open (W),"Geneva, Switzerland",5 Mar 2006,http://www.squashinfo.com/events/2295-womens-swiss-open-2006,False
987,7,WSA Silver 25,Bear Stearns Tournament of Champions (W),"New York, USA",3 Mar 2006,http://www.squashinfo.com/events/2363-womens-tournament-of-champions-2006,False
988,8,WSA Gold 35,CIMB KL Open (W),"Kuala Lumpur, Malaysia",18 Feb 2006,http://www.squashinfo.com/events/2361-womens-kl-open-2006,False
989,9,WSA Tour 10,Buler Challenge Cup (W),Hong Kong,12 Feb 2006,http://www.squashinfo.com/events/2360-womens-buler-challenge-cup-2006,False
990,10,WSA Gold 35,Apawamis Open (W),"Rye, NY, USA",6 Feb 2006,http://www.squashinfo.com/events/2359-womens-apawamis-open-2006,False
991,11,WSA Tour 10,EBS Dayton Open (W),"Dayton, USA",29 Jan 2006,http://www.squashinfo.com/events/2358-womens-dayton-open-2006,False
992,12,WSA Silver 25,Harrow Greenwich Open (W),"Greenwich, CT, USA",22 Jan 2006,http://www.squashinfo.com/events/2357-womens-greenwich-open-2006,False
993,13,WSA Tour 4,Liberty Bell Open (W),"Philadelphia, USA",15 Jan 2006,http://www.squashinfo.com/events/2356-womens-liberty-bell-open-2006,False
994,14,WSA Silver 15,Prince Canary Islands Open (W),"Santa Cruz de Tenerife, Spain",18 Dec 2005,http://www.squashinfo.com/events/694-womens-canary-islands-open-2005,False
995,15,WSA Gold 50,Cathay Pacific Credit Suisse Privilege World Open (W),Hong Kong,4 Dec 2005,http://www.squashinfo.com/events/759-womens-world-open-2005,False
996,16,WSA Platinum,Qatar Classic (W),"Doha, Qatar",27 Nov 2005,http://www.squashinfo.com/events/758-womens-qatar-classic-2005,False
997,17,WSA Tour 7,Florida State Open (W),"Boca Raton, USA",20 Nov 2005,http://www.squashinfo.com/events/757-womens-florida-state-open-2005,False
998,18,WSA Tour 7,Atlanta Masters (W),"Atlanta, USA",13 Nov 2005,http://www.squashinfo.com/events/2294-womens-atlanta-masters-2005,False
999,19,WSA Silver 25,Monte Carlo Classic (W),"Monte Carlo, Monaco",12 Nov 2005,http://www.squashinfo.com/events/693-womens-monte-carlo-classic-2005,False
1000,0,WSA Silver 15,US Open (W),"Boston, USA",8 Nov 2005,http://www.squashinfo.com/events/465-womens-us-open-2005,False
1001,1,WSA Silver 25,Carol Weymuller Open (W),"New York, USA",30 Oct 2005,http://www.squashinfo.com/events/756-womens-carol-weymuller-open-2005,False
1002,2,WSA Tour 4,Rollpak Goshen Open (W),"Goshen, Indiana, USA",30 Oct 2005,http://www.squashinfo.com/events/752-womens-goshen-open-2005,False
1003,3,WSA Silver 15,Hedonism II Open (W),"Negril, Jamaica",23 Oct 2005,http://www.squashinfo.com/events/754-womens-hedonism-ii-open-2005,False
1004,4,WSA Silver 25,Dunlop British Open (W),"Manchester, England",17 Oct 2005,http://www.squashinfo.com/events/398-womens-british-open-2005,False
1005,5,WSA Tour 4,Airdrie Chrysler Calgary Open (W),"Calgary, Canada",16 Oct 2005,http://www.squashinfo.com/events/755-womens-calgary-open-2005,False
1006,6,WSA Tour 10,Traders United Yokohama Open (W),"Yokohama, Japan",2 Oct 2005,http://www.squashinfo.com/events/753-womens-yokohama-open-2005,False
1007,7,WSA Tour 7,Alexandria Sporting Club Open (W),"Alexandria, Egypt",30 Sep 2005,http://www.squashinfo.com/events/464-womens-alexandria-sporting-club-open-2005,False
1008,8,WSA Tour 4,Islamic Games (W),"Tehran, Iran",25 Sep 2005,http://www.squashinfo.com/events/650-womens-islamic-games-2005,False
1009,9,WSA Tour 4,Quito Open (W),"Quito, Ecuador",11 Sep 2005,http://www.squashinfo.com/events/784-womens-quito-open-2005,False
1010,10,WSA Silver 25,PMI Seattle Open (W),"Seattle, USA",11 Sep 2005,http://www.squashinfo.com/events/793-womens-seattle-open-2005,False
1011,11,WSA Tour 7,POF Wah Cantt Open (W),"Wah Cantt, Pakistan",2 Sep 2005,http://www.squashinfo.com/events/788-womens-wah-cantt-open-2005,False
1012,12,WSA Tour 7,Squashworks Salt Lake City Open (W),"Salt Lake City, USA",6 Aug 2005,http://www.squashinfo.com/events/608-womens-salt-lake-city-open-2005,False
1013,13,WSA Silver 25,CIMB Malaysian Open (W),"Kuala Lumpur, Malaysia",30 Jul 2005,http://www.squashinfo.com/events/722-womens-malaysian-open-2005,False
1014,14,WSA Tour 4,Mortgage Choice South Australian Open (W),"Somerton Park, Adelaide, Australia",30 Jul 2005,http://www.squashinfo.com/events/461-womens-south-australian-open-2005,False
1015,15,WSA Tour 10,Crocodile Challenge Cup (W),Hong Kong,17 Jul 2005,http://www.squashinfo.com/events/721-womens-crocodile-challenge-cup-2005,False
1016,16,WSA Tour 7,Tecnifibre La Hacienda Open (W),"Bogota, Colombia",19 Jun 2005,http://www.squashinfo.com/events/687-womens-la-hacienda-open-2005,False
1017,17,WSA Silver 25,Mamut Dutch Open (W),"Almere, Netherlands",5 Jun 2005,http://www.squashinfo.com/events/682-womens-dutch-open-2005,False
1018,18,WSA Tour 4,WA Open (W),"Perth, Australia",29 May 2005,http://www.squashinfo.com/events/607-womens-wa-open-2005,False
1019,19,WSA Tour 4,Carcassonne City Open (W),"Carcassonne, France",23 May 2005,http://www.squashinfo.com/events/606-womens-carcassonne-city-open-2005,False
1020,0,WSA Silver 15,Hurghada International (W),"Hurghada, Egypt",15 May 2005,http://www.squashinfo.com/events/603-womens-hurghada-international-2005,False
1021,1,WSA Tour 4,Taranaki Open (W),"New Plymouth, New Zealand",1 May 2005,http://www.squashinfo.com/events/605-womens-taranaki-open-2005,False
1022,2,WSA Gold 50,Qatar Airways Challenge (W),"Doha, Qatar",24 Apr 2005,http://www.squashinfo.com/events/459-womens-qatar-airways-challenge-2005,False
1023,3,WSA Tour 4,Southland Classic (W),"Invercargill, New Zealand",24 Apr 2005,http://www.squashinfo.com/events/604-womens-southland-classic-2005,False
1024,4,WSA Tour 4,South Island Championship (W),"Christchurch, New Zealand",17 Apr 2005,http://www.squashinfo.com/events/595-womens-south-island-championship-2005,False
1025,5,WSA Tour 4,Vancouver International (W),"Vancouver, Canada",17 Apr 2005,http://www.squashinfo.com/events/594-womens-vancouver-international-2005,False
1026,6,WSA Tour 10,Irish Open (W),"Dublin, Ireland",16 Apr 2005,http://www.squashinfo.com/events/458-womens-irish-open-2005,False
1027,7,WSA Gold 35,Texas Open (W),"Dallas, USA",9 Apr 2005,http://www.squashinfo.com/events/453-womens-texas-open-2005,False
1028,8,WSA Tour 4,Savcor Finnish Open (W),"Mikkeli, Finland",14 Mar 2005,http://www.squashinfo.com/events/451-womens-finnish-open-2005,False
1029,9,WSA Tour 4,Sigma Swiss Open (W),"Geneva, Switzerland",13 Mar 2005,http://www.squashinfo.com/events/452-womens-swiss-open-2005,False
1030,10,WSA Gold 35,Sheikha Al Saad Kuwait Open (W),"Green Island, Kuwait",12 Mar 2005,http://www.squashinfo.com/events/450-womens-kuwait-open-2005,False
1031,11,WSA Gold 35,Bear Stearns Tournament of Champions (W),"New York, USA",25 Feb 2005,http://www.squashinfo.com/events/449-womens-tournament-of-champions-2005,False
1032,12,WSA Tour 10,Buler Challenge Cup (W),Hong Kong,20 Feb 2005,http://www.squashinfo.com/events/448-womens-buler-challenge-cup-2005,False
1033,13,WSA Tour 10,Forbes Southport Open (W),"Southport, CT, USA",19 Feb 2005,http://www.squashinfo.com/events/447-womens-southport-open-2005,False
1034,14,WSA Silver 15,Country View KL Open (W),"Kuala Lumpur, Malaysia",6 Feb 2005,http://www.squashinfo.com/events/457-womens-kl-open-2005,False
1035,15,WSA Silver 15,Vassar College Class of 1932 Open (W),"Poughkeepsie, NY, USA",6 Feb 2005,http://www.squashinfo.com/events/446-womens-vassar-college-class-of-1932-open-2005,False
1036,16,WSA Tour 10,EBS Asset Management Dayton Open (W),"Ohio, USA",29 Jan 2005,http://www.squashinfo.com/events/445-womens-dayton-open-2005,False
1037,17,WSA Silver 15,Greenwich Open (W),"Greenwich, CT, USA",23 Jan 2005,http://www.squashinfo.com/events/444-womens-greenwich-open-2005,False
1038,18,WSA Tour 4,Liberty Bell Open (W),"Philadelphia, USA",16 Jan 2005,http://www.squashinfo.com/events/443-womens-liberty-bell-open-2005,False
1039,19,WSA Silver 15,Marsh & McLennan Apawamis Open (W),"Rye, NY, USA",10 Jan 2005,http://www.squashinfo.com/events/442-womens-apawamis-open-2005,False
1040,0,WSA Gold 50,KL World Open (W),"Kuala Lumpur, Malaysia",11 Dec 2004,http://www.squashinfo.com/events/318-womens-world-open-2004,False
1041,1,WSA Platinum,Qatar Classic (W),"Doha, Qatar",3 Dec 2004,http://www.squashinfo.com/events/85-womens-qatar-classic-2004,False
1042,2,WSA Gold 35,Shanghai WISPA WorldStars (W),"Shanghai, China",21 Nov 2004,http://www.squashinfo.com/events/84-womens-shanghai-wispa-worldstars-2004,False
1043,3,WSA Tour 4,Florida State Open (W),"Boca Raton, USA",7 Nov 2004,http://www.squashinfo.com/events/82-womens-florida-state-open-2004,False
1044,4,WSA Gold 35,Harris British Open (W),"Nottingham, England",6 Nov 2004,http://www.squashinfo.com/events/81-womens-british-open-2004,False
1045,5,WSA Tour 7,Ottawa International (W),"Ottawa, Canada",24 Oct 2004,http://www.squashinfo.com/events/80-womens-ottawa-international-2004,False
1046,6,WSA Silver 15,Monte Carlo Classic (W),"Monte Carlo, Monaco",23 Oct 2004,http://www.squashinfo.com/events/79-womens-monte-carlo-classic-2004,False
1047,7,WSA Tour 4,Airdre Chrysler Calgary Open (W),"Calgary, Canada",17 Oct 2004,http://www.squashinfo.com/events/78-womens-calgary-open-2004,False
1048,8,WSA Silver 25,Weymuller US Open (W),"New York, USA",17 Oct 2004,http://www.squashinfo.com/events/76-womens-us-open-2004,False
1049,9,WSA Tour 10,Atlanta Masters (W),"Atlanta, USA",10 Oct 2004,http://www.squashinfo.com/events/73-womens-atlanta-masters-2004,False
1050,10,WSA Silver 15,Prince Canary Islands Open (W),"Tenerife, Spain",10 Oct 2004,http://www.squashinfo.com/events/74-womens-canary-islands-open-2004,False
1051,11,WSA Tour 7,KCC-Perrier Centenary Cup (W),"Kowloon, Hong Kong",10 Oct 2004,http://www.squashinfo.com/events/75-womens-centenary-cup-2004,False
1052,12,WSA Gold 35,Bahrain WISPA Classic (W),Bahrain,16 Sep 2004,http://www.squashinfo.com/events/72-womens-bahrain-wispa-classic-2004,False
1053,13,WSA Tour 10,Sports World Mexican Open (W),"Mexico City, Mexico",5 Sep 2004,http://www.squashinfo.com/events/71-womens-mexican-open-2004,False
1054,14,WSA Tour 4,Global Diamond Open (W),"Orange County, California, USA",29 Aug 2004,http://www.squashinfo.com/events/77-womens-global-diamond-open-2004,False
1055,15,WSA Tour 4,Parkview Motor Inn Victorian Open (W),"Wangaratta, Australia",22 Aug 2004,http://www.squashinfo.com/events/70-womens-victorian-open-2004,False
1056,16,WSA Tour 4,Queensland Open (W),"Rockhampton, Australia",15 Aug 2004,http://www.squashinfo.com/events/69-womens-queensland-open-2004,False
1057,17,WSA Tour 4,Mortgage Choice South Australian Open (W),"Somerton Park, Adelaide, Australia",1 Aug 2004,http://www.squashinfo.com/events/28-womens-south-australian-open-2004,False
1058,18,WSA Gold 35,Brunei International (W),"Bandar Seri Begawan, Brunei",31 Jul 2004,http://www.squashinfo.com/events/17-womens-brunei-international-2004,False
1059,19,WSA Silver 15,Malaysian Open (W),"Kuala Lumpur, Malaysia",24 Jul 2004,http://www.squashinfo.com/events/15-womens-malaysian-open-2004,False
1060,0,WSA Tour 7,Singapore Open (W),Singapore,16 Jul 2004,http://www.squashinfo.com/events/12-womens-singapore-open-2004,False
1061,1,WSA Silver 15,Hurghada International (W),"Hurghada, Egypt",12 Jul 2004,http://www.squashinfo.com/events/5-womens-hurghada-international-2004,False
1062,2,WSA Tour 4,Hamilton Open (W),"Hamilton, New Zealand",27 Jun 2004,http://www.squashinfo.com/events/222-womens-hamilton-open-2004,False
1063,3,WSA Tour 4,Central Open (W),"Palmerston North, New Zealand",20 Jun 2004,http://www.squashinfo.com/events/223-womens-central-open-2004,False
1064,4,WSA Tour 4,Taranaki Open (W),"New Plymouth, New Zealand",13 Jun 2004,http://www.squashinfo.com/events/224-womens-taranaki-open-2004,False
1065,5,WSA Tour 7,German Open (W),"Gerlingen, Germany",30 May 2004,http://www.squashinfo.com/events/225-womens-german-open-2004,False
1066,6,WSA Tour 4,Carcassonne City Open (W),"Carcassonne, France",24 May 2004,http://www.squashinfo.com/events/226-womens-carcassonne-city-open-2004,False
1067,7,WSA Silver 15,Dutch Open (W),"The Hague, Netherlands",23 May 2004,http://www.squashinfo.com/events/175-womens-dutch-open-2004,False
1068,8,WSA Silver 15,Bright Lights Las Vegas Open (W),"Las Vegas, USA",23 May 2004,http://www.squashinfo.com/events/221-womens-las-vegas-open-2004,False
1069,9,WSA Tour 10,Squashworks Salt Lake City Open (W),"Salt Lake City, USA",16 May 2004,http://www.squashinfo.com/events/227-womens-salt-lake-city-open-2004,False
1070,10,WSA Tour 4,Brest Open (W),"Brest, France",15 May 2004,http://www.squashinfo.com/events/102-womens-brest-open-2004,False
1071,11,WSA Tour 10,Hyder Open (W),"New York, USA",9 May 2004,http://www.squashinfo.com/events/230-womens-hyder-open-2004,False
1072,12,WSA World Grand Prix Finals,World Grand Prix Finals (W),"Doha, Qatar",25 Apr 2004,http://www.squashinfo.com/events/174-womens-world-grand-prix-finals-2004,False
1073,13,WSA Silver 15,Nivea Body Irish Open (W),"Dublin, Ireland",18 Apr 2004,http://www.squashinfo.com/events/234-womens-irish-open-2004,False
1074,14,WSA Gold 35,Texas Open (W),"Houston, USA",4 Apr 2004,http://www.squashinfo.com/events/23-womens-texas-open-2004,False
1075,15,WSA Tour 4,Geyser City Open (W),"Rotorua, New Zealand",28 Mar 2004,http://www.squashinfo.com/events/251-womens-geyser-city-open-2004,False
1076,16,WSA Tour 4,North Shore Open (W),"Takapuna, Auckland, New Zealand",24 Mar 2004,http://www.squashinfo.com/events/253-womens-north-shore-open-2004,False
1077,17,WSA Tour 7,Forbes Southport Open (W),"Southport, CT, USA",14 Mar 2004,http://www.squashinfo.com/events/276-womens-southport-open-2004,False
1078,18,WSA Tour 4,Swiss Open (W),"Geneva, Switzerland",14 Mar 2004,http://www.squashinfo.com/events/278-womens-swiss-open-2004,False
1079,19,WSA Tour 4,Savcor Finnish Open (W),"Mikkeli, Finland",8 Mar 2004,http://www.squashinfo.com/events/103-womens-finnish-open-2004,False
1080,0,WSA Tour 4,BMO Nesbitt Burns Ontario Open (W),"Ottawa, Canada",7 Mar 2004,http://www.squashinfo.com/events/282-womens-ontario-open-2004,False
1081,1,WSA Silver 15,KWC CPA Washington Summit (W),"Washington DC, USA",7 Mar 2004,http://www.squashinfo.com/events/283-womens-washington-summit-2004,False
1082,2,WSA Gold 50,Qatar Airways Challenge (W),"Doha, Qatar",28 Feb 2004,http://www.squashinfo.com/events/45-womens-qatar-airways-challenge-2004,False
1083,3,WSA Silver 15,Malaysian Airlines KL Open (W),"Kuala Lumpur, Malaysia",15 Feb 2004,http://www.squashinfo.com/events/308-womens-kl-open-2004,False
1084,4,WSA Tour 4,Pittsburgh Invitational (W),"Pittsburgh, USA",1 Feb 2004,http://www.squashinfo.com/events/310-womens-pittsburgh-invitational-2004,False
1085,5,WSA Gold 35,Sheikha Al Saad Kuwait Open (W),"Kuwait City, Kuwait",28 Jan 2004,http://www.squashinfo.com/events/44-womens-kuwait-open-2004,False
1086,6,WSA Silver 15,Vassar College Class of 1932 Open (W),"Poughkeepsie, NY, USA",19 Jan 2004,http://www.squashinfo.com/events/311-womens-vassar-college-class-of-1932-open-2004,False
